file, name, section, description, options
source/systemsbio.md,"Systems biology","Class","What is systems biology?  What does it mean to take a systems-level approach to biological questions?  What does systems biology mean to us?"
source/sequencing.md,"Sequencing technologies","Class","How do we sequence DNA?  How do we sequence entire genomes?  We'll consider the trajectory of technological innovations in DNA sequences over the last few decades."
source/r-introduction.rmd,"Welcome to R","Lab","An introduction to R with an emphasis on why it is an *awesome* data analysis tool."
